UserID,ServiceID,ResponseTime,Throughput,Reliability,UserRegion,UserAS,UserSubnet,UserIP,UserGP,ServiceRegion,ServiceAS,ServiceSubnet,ServiceIP,ServiceGP,WSDLFile
9,2882,0.625,19.771,1.00 ,United_States,AS88,AS88_128.112.0.0/16,128.112.139.80,40.3756_-74.6597,United_States,AS13601,AS13601_66.0.0.0/8,66.132.221.72,40.7143_-74.006,2882.wsdl
9,2960,0.777,14.734,1.00 ,United_States,AS88,AS88_128.112.0.0/16,128.112.139.80,40.3756_-74.6597,United_States,AS23052,AS23052_208.81.130.0/24,208.81.130.93,40.1768_-83.0792,2960.wsdl
9,3152,0.615,25.402,1.00 ,United_States,AS88,AS88_128.112.0.0/16,128.112.139.80,40.3756_-74.6597,United_States,AS11872,AS11872_128.230.0.0/16,128.230.171.184,43.0377_-76.1396,3152.wsdl
9,3454,1.153,7.64,1.00 ,United_States,AS88,AS88_128.112.0.0/16,128.112.139.80,40.3756_-74.6597,United_States,AS26347,AS26347_208.113.175.0/24,208.113.175.48,33.9269_-117.8612,3454.wsdl
15,3958,0.572,11.675,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Australia,AS9328,AS9328_203.89.199.0/24,203.89.199.52,-37.8139_144.9634,3958.wsdl
15,281,0.295,20.436,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Belgium,AS2611,AS2611_193.190.76.0/24,193.190.76.50,51.05_3.7167,281.wsdl
15,2748,0.145,120.789,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2748.wsdl
15,2790,1.805,7.758,0.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2790.wsdl
15,2867,1.993,7.815,0.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2867.wsdl
15,3080,0.089,128.143,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,3080.wsdl
15,3087,1.863,7.89,0.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,3087.wsdl
15,131,0.675,18.871,0.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,France,AS2200,AS2200_147.99.0.0/16,147.99.102.41,43.5278_1.4824,131.wsdl
15,192,0.356,35.182,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Germany,AS680,AS680_134.76.0.0/16,134.76.31.209,51.5333_9.9333,192.wsdl
15,195,0.383,31.349,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Germany,AS680,AS680_134.76.0.0/16,134.76.31.209,51.5333_9.9333,195.wsdl
15,284,0.303,18.696,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Germany,AS6724,AS6724_85.0.0.0/8,85.214.115.28,52.5167_13.4,284.wsdl
15,371,0.253,20.943,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Germany,AS8560,AS8560_217.160.24.0/24,217.160.24.237,51.0_9.0,371.wsdl
15,465,0.338,21.275,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Ireland,AS29650,AS29650_82.0.0.0/8,82.195.154.72,53.0_-8.0,465.wsdl
15,475,0.636,10.244,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Islamic_Republic_of_Iran,AS12880,AS12880_217.218.177.0/24,217.218.177.18,32.0_53.0,475.wsdl
15,582,0.427,15.186,0.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Italy,AS30958,AS30958_82.0.0.0/8,82.115.173.114,45.6833_9.7167,582.wsdl
15,768,0.624,10.792,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,New_Zealand,AS4771,AS4771_210.54.238.0/24,210.54.238.234,-36.8667_174.7667,768.wsdl
15,801,0.515,16.705,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Norway,AS21293,AS21293_160.68.0.0/16,160.68.205.231,62.0_10.0,801.wsdl
15,840,0.406,14.119,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Poland,AS8508,AS8508_157.158.0.0/16,157.158.3.1,52.0_20.0,840.wsdl
15,891,0.519,11.17,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Republic_of_Korea,AS9848,AS9848_61.0.0.0/8,61.109.248.170,37.57_126.98,891.wsdl
15,894,0.441,13.028,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Republic_of_Korea,AS9848,AS9848_61.0.0.0/8,61.100.5.96,37.57_126.98,894.wsdl
15,1077,0.484,16.446,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Spain,AS16206,AS16206_213.171.253.0/24,213.171.253.150,41.3984_2.1741,1077.wsdl
15,1165,0.385,16.341,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,Switzerland,AS34960,AS34960_194.126.145.0/24,194.126.145.182,47.0_8.0,1165.wsdl
15,1359,0.497,14.052,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_Kingdom,AS33970,AS33970_89.0.0.0/8,89.238.134.82,51.5_-0.13,1359.wsdl
15,1620,6.419,25.525,0.93 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS26496,AS26496_173.201.0.0/16,173.201.44.188,33.6119_-111.8906,1620.wsdl
15,1856,0.326,25.697,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS701,AS701_208.229.101.0/24,208.229.101.184,47.6201_-122.1653,1856.wsdl
15,2107,0.074,80.801,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS13768,AS13768_65.0.0.0/8,65.39.148.42,48.7595_-122.4882,2107.wsdl
15,2111,0.194,95.018,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS13768,AS13768_65.0.0.0/8,65.39.148.42,48.7595_-122.4882,2111.wsdl
15,2267,0.178,35.868,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS1226,AS1226_134.186.0.0/16,134.186.61.39,38.5891_-121.3027,2267.wsdl
15,2269,0.24,39.802,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS36476,AS36476_209.237.188.0/24,209.237.188.56,30.1438_-81.5401,2269.wsdl
15,2323,0.324,39.642,0.98 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS33055,AS33055_65.0.0.0/8,65.182.100.199,33.4499_-112.0712,2323.wsdl
15,2690,0.014,371.91,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS3561,AS3561_216.33.67.0/24,216.33.67.161,41.8039_-87.9027,2690.wsdl
15,2882,0.141,42.522,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS13601,AS13601_66.0.0.0/8,66.132.221.72,40.7143_-74.006,2882.wsdl
15,2960,0.065,92.419,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS23052,AS23052_208.81.130.0/24,208.81.130.93,40.1768_-83.0792,2960.wsdl
15,3152,0.048,99.501,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS11872,AS11872_128.230.0.0/16,128.230.171.184,43.0377_-76.1396,3152.wsdl
15,3454,0.481,14.367,1.00 ,United_States,AS160,AS160_128.135.0.0/16,128.135.11.149,41.7804_-87.6027,United_States,AS26347,AS26347_208.113.175.0/24,208.113.175.48,33.9269_-117.8612,3454.wsdl
17,3958,0.539,13.394,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Australia,AS9328,AS9328_203.89.199.0/24,203.89.199.52,-37.8139_144.9634,3958.wsdl
17,281,0.345,16.051,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Belgium,AS2611,AS2611_193.190.76.0/24,193.190.76.50,51.05_3.7167,281.wsdl
17,2748,0.189,65.58,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2748.wsdl
17,2790,2.072,6.916,0.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2790.wsdl
17,2867,2.121,7.149,0.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,2867.wsdl
17,3080,0.184,66.904,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,3080.wsdl
17,3087,1.926,7.504,0.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Canada,AS3359,AS3359_129.128.0.0/16,129.128.98.86,53.5248_-113.5334,3087.wsdl
17,131,0.685,17.634,0.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,France,AS2200,AS2200_147.99.0.0/16,147.99.102.41,43.5278_1.4824,131.wsdl
17,192,0.44,28.397,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Germany,AS680,AS680_134.76.0.0/16,134.76.31.209,51.5333_9.9333,192.wsdl
17,195,0.422,26.366,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Germany,AS680,AS680_134.76.0.0/16,134.76.31.209,51.5333_9.9333,195.wsdl
17,284,0.432,15.145,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Germany,AS6724,AS6724_85.0.0.0/8,85.214.115.28,52.5167_13.4,284.wsdl
17,371,0.308,17.153,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Germany,AS8560,AS8560_217.160.24.0/24,217.160.24.237,51.0_9.0,371.wsdl
17,465,0.394,13.85,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Ireland,AS29650,AS29650_82.0.0.0/8,82.195.154.72,53.0_-8.0,465.wsdl
17,475,0.806,7.891,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Islamic_Republic_of_Iran,AS12880,AS12880_217.218.177.0/24,217.218.177.18,32.0_53.0,475.wsdl
17,582,0.551,10.63,0.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Italy,AS30958,AS30958_82.0.0.0/8,82.115.173.114,45.6833_9.7167,582.wsdl
17,768,0.425,13.672,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,New_Zealand,AS4771,AS4771_210.54.238.0/24,210.54.238.234,-36.8667_174.7667,768.wsdl
17,801,0.634,11.203,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Norway,AS21293,AS21293_160.68.0.0/16,160.68.205.231,62.0_10.0,801.wsdl
17,840,0.419,11.605,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Poland,AS8508,AS8508_157.158.0.0/16,157.158.3.1,52.0_20.0,840.wsdl
17,891,0.543,12.789,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Republic_of_Korea,AS9848,AS9848_61.0.0.0/8,61.109.248.170,37.57_126.98,891.wsdl
17,894,0.418,15.362,1.00 ,United_States,AS6510,AS6510_128.187.0.0/16,128.187.223.211,40.3563_-111.7325,Republic_of_Korea,AS9848,AS9848_61.0.0.0/8,61.100.5.96,37.57_126.98,894.wsdl
