UserID	ServiceID	ResponseTime	Throughput	Reliability	UserRegion	UserAS	UserSubnet	UserIP	UserGP	ServiceRegion	ServiceAS	ServiceSubnet	ServiceIP	ServiceGP	WSDLFile
3	1620	6.790867346938775	19.09238671167516	0.9489795918367347	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS26496	AS26496_173.201.0.0/16	173.201.44.188	33.6119_-111.8906	1620.wsdl
3	1856	0.2863367346938773	16.92468225476991	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS701	AS701_208.229.101.0/24	208.229.101.184	47.6201_-122.1653	1856.wsdl
3	1871	0.16496629213483138	32.98973140185655	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	NA	NA_NA	NA	NA	1871.wsdl
3	2107	0.09297499999999996	73.57768760972473	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS13768	AS13768_65.0.0.0/8	65.39.148.42	48.7595_-122.4882	2107.wsdl
3	2111	0.058966292134831504	91.1103419631404	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS13768	AS13768_65.0.0.0/8	65.39.148.42	48.7595_-122.4882	2111.wsdl
3	2267	0.19764948453608247	25.694265037894596	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS1226	AS1226_134.186.0.0/16	134.186.61.39	38.5891_-121.3027	2267.wsdl
3	2269	0.10443298969072168	46.26036132809846	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS36476	AS36476_209.237.188.0/24	209.237.188.56	30.1438_-81.5401	2269.wsdl
3	2275	0.12979279279279274	34.01283552549215	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS195	AS195_192.31.21.0/24	192.31.21.100	33.0169_-116.846	2275.wsdl
3	2323	0.5243454545454543	32.664654405832714	0.9727272727272728	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS33055	AS33055_65.0.0.0/8	65.182.100.199	33.4499_-112.0712	2323.wsdl
3	2395	0.2272972972972973	79.39480591443053	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	NA	NA_NA	NA	NA	2395.wsdl
3	2690	0.03480180180180182	139.9079783350308	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS3561	AS3561_216.33.67.0/24	216.33.67.161	41.8039_-87.9027	2690.wsdl
3	2723	0.43794594594594627	16.413913668657997	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS14415	AS14415_216.177.77.0/24	216.177.77.111	38.65_-90.5334	2723.wsdl
3	2882	0.15780000000000002	39.64000744269228	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS13601	AS13601_66.0.0.0/8	66.132.221.72	40.7143_-74.006	2882.wsdl
3	2905	0.10792500000000008	248.0654726436161	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS14415	AS14415_96.0.0.0/8	96.31.35.13	34.1613_-118.0895	2905.wsdl
3	2960	0.09459999999999999	64.48016876203273	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS23052	AS23052_208.81.130.0/24	208.81.130.93	40.1768_-83.0792	2960.wsdl
3	3152	0.09089999999999993	51.00358358737481	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS11872	AS11872_128.230.0.0/16	128.230.171.184	43.0377_-76.1396	3152.wsdl
3	3173	0.7713229166666667	19.17757212318045	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS10940	AS10940_74.0.0.0/8	74.115.97.7	33.995_-118.3917	3173.wsdl
3	3454	0.4902166666666666	11.884451333428645	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS26347	AS26347_208.113.175.0/24	208.113.175.48	33.9269_-117.8612	3454.wsdl
3	3512	0.10526666666666665	118.68242919689433	1.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	Canada	AS239	AS239_142.150.0.0/16	142.150.210.7	43.6619_-79.3952	3512.wsdl
3	3603	0.3447263157894737	21.349791019707453	0.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_Kingdom	NA	NA_NA	NA	NA	3603.wsdl
3	3754	0.2017916666666667	103.0440660750828	0.0	United_States	AS17	AS17_128.10.0.0/16	128.10.19.52	40.4249_-86.9162	United_States	AS19528	AS19528_69.0.0.0/8	69.46.41.34	47.8435_-122.1957	3754.wsdl
9	3115	1.4827199999999994	222.96172556751344	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS33517	AS33517_204.13.248.0/24	204.13.248.116	40.7904_-74.0246	3115.wsdl
9	3958	2.3073466666666667	4.12249147921041	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Australia	AS9328	AS9328_203.89.199.0/24	203.89.199.52	-37.8139_144.9634	3958.wsdl
9	281	1.006653333333333	9.944039769832257	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Belgium	AS2611	AS2611_193.190.76.0/24	193.190.76.50	51.05_3.7167	281.wsdl
9	2748	0.5727857142857141	36.7204326151922	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	2748.wsdl
9	2790	2.8513066666666664	5.830449706869918	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	2790.wsdl
9	2867	2.2132678571428577	6.609319153130327	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	2867.wsdl
9	3080	0.1714464285714285	71.5659846721271	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	3080.wsdl
9	3087	3.1930933333333336	5.079184373604676	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	3087.wsdl
9	3105	0.18355999999999992	70.55468716715517	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	3105.wsdl
9	3672	1.0474423076923078	11.796200295784635	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS6327	AS6327_184.70.0.0/16	184.70.74.158	53.6199_-113.6377	3672.wsdl
9	3862	1.688673076923077	3.7379468231341706	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	China	AS4837	AS4837_61.0.0.0/8	61.156.12.2	36.6683_116.9972	3862.wsdl
9	3874	2.3574821428571435	2.9594242748190815	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	China	AS4134	AS4134_61.0.0.0/8	61.154.12.151	26.0614_119.3061	3874.wsdl
9	3924	1.6880769230769237	3.911276491430365	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	China	NA	NA_NA	NA	NA	3924.wsdl
9	3989	1.345377777777778	5.2887056548296885	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	China	NA	NA_106.0.0.0/8	106.186.16.91	35.69_139.69	3989.wsdl
9	72	2.7202982456140345	6.606733390127479	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	France	NA	NA_178.237.0.0/16	178.237.110.205	48.86_2.35	72.wsdl
9	131	2.3355555555555556	9.90859787544536	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	France	AS2200	AS2200_147.99.0.0/16	147.99.102.41	43.5278_1.4824	131.wsdl
9	148	1.4033555555555555	11.029860627932267	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	France	NA	NA_NA	NA	NA	148.wsdl
9	192	0.9835614035087717	18.477238727458328	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Germany	AS680	AS680_134.76.0.0/16	134.76.31.209	51.5333_9.9333	192.wsdl
9	195	0.9107499999999997	19.35051956718126	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Germany	AS680	AS680_134.76.0.0/16	134.76.31.209	51.5333_9.9333	195.wsdl
9	284	1.2291555555555556	7.936118318487762	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Germany	AS6724	AS6724_85.0.0.0/8	85.214.115.28	52.5167_13.4	284.wsdl
9	371	0.8601718750000001	9.635912993972344	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Germany	AS8560	AS8560_217.160.24.0/24	217.160.24.237	51.0_9.0	371.wsdl
9	465	0.6331607142857143	11.074014606871506	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Ireland	AS29650	AS29650_82.0.0.0/8	82.195.154.72	53.0_-8.0	465.wsdl
9	475	2.441032258064516	2.5343470938985915	0.9838709677419355	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Islamic_Republic_of_Iran	AS12880	AS12880_217.218.177.0/24	217.218.177.18	32.0_53.0	475.wsdl
9	582	2.3517741935483882	3.918071162719753	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Italy	AS30958	AS30958_82.0.0.0/8	82.115.173.114	45.6833_9.7167	582.wsdl
9	695	1.3855645161290322	211.35476005103123	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Netherlands	AS44253	AS44253_213.171.136.0/24	213.171.136.81	52.5_5.75	695.wsdl
9	768	1.715821428571428	4.3886655573695625	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	New_Zealand	AS4771	AS4771_210.54.238.0/24	210.54.238.234	-36.8667_174.7667	768.wsdl
9	801	1.649160714285714	6.020026129162875	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Norway	AS21293	AS21293_160.68.0.0/16	160.68.205.231	62.0_10.0	801.wsdl
9	840	1.334435483870968	4.886304289070807	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Poland	AS8508	AS8508_157.158.0.0/16	157.158.3.1	52.0_20.0	840.wsdl
9	841	1.5446290322580645	120.34537870588154	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Poland	AS44249	AS44249_91.0.0.0/8	91.199.48.136	52.0_20.0	841.wsdl
9	891	1.564290322580645	4.047774322664403	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Republic_of_Korea	AS9848	AS9848_61.0.0.0/8	61.109.248.170	37.57_126.98	891.wsdl
9	894	1.372071428571428	4.76773999422015	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Republic_of_Korea	AS9848	AS9848_61.0.0.0/8	61.100.5.96	37.57_126.98	894.wsdl
9	998	4.308374999999999	1.2115327117351724	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	South_Africa	NA	NA_41.0.0.0/8	41.86.110.143	-29.0_24.0	998.wsdl
9	1012	0.9288545454545454	16.79886483177409	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Spain	AS13041	AS13041_161.116.0.0/16	161.116.1.1	41.3984_2.1741	1012.wsdl
9	1077	0.9666363636363636	9.420330636988508	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Spain	AS16206	AS16206_213.171.253.0/24	213.171.253.150	41.3984_2.1741	1077.wsdl
9	1165	0.8694363636363635	7.967356503380701	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Switzerland	AS34960	AS34960_194.126.145.0/24	194.126.145.182	47.0_8.0	1165.wsdl
9	1359	0.5053492063492065	14.681834610985481	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_Kingdom	AS33970	AS33970_89.0.0.0/8	89.238.134.82	51.5_-0.13	1359.wsdl
9	1396	0.6031587301587302	20.13634179332876	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_Kingdom	AS4589	AS4589_82.0.0.0/8	82.111.18.218	52.2_0.1167	1396.wsdl
9	1620	9.287378378378381	15.262292865216686	0.8378378378378378	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS26496	AS26496_173.201.0.0/16	173.201.44.188	33.6119_-111.8906	1620.wsdl
9	1856	0.975162162162162	6.715337857465494	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS701	AS701_208.229.101.0/24	208.229.101.184	47.6201_-122.1653	1856.wsdl
9	1871	0.9221964285714285	9.072881619821048	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	NA	NA_NA	NA	NA	1871.wsdl
9	2107	0.6234153846153845	24.485665422343985	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS13768	AS13768_65.0.0.0/8	65.39.148.42	48.7595_-122.4882	2107.wsdl
9	2111	0.08644642857142862	62.429479140725235	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS13768	AS13768_65.0.0.0/8	65.39.148.42	48.7595_-122.4882	2111.wsdl
9	2267	0.9596792452830192	9.54507561295909	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS1226	AS1226_134.186.0.0/16	134.186.61.39	38.5891_-121.3027	2267.wsdl
9	2269	0.8196037735849057	18.770424736231572	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS36476	AS36476_209.237.188.0/24	209.237.188.56	30.1438_-81.5401	2269.wsdl
9	2275	0.8240985915492957	11.002588118672216	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS195	AS195_192.31.21.0/24	192.31.21.100	33.0169_-116.846	2275.wsdl
9	2323	0.9109607843137253	10.717497702870945	0.9803921568627451	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS33055	AS33055_65.0.0.0/8	65.182.100.199	33.4499_-112.0712	2323.wsdl
9	2395	0.6641830985915492	41.237535080673894	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	NA	NA_NA	NA	NA	2395.wsdl
9	2690	0.07797183098591551	67.92905098702383	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS3561	AS3561_216.33.67.0/24	216.33.67.161	41.8039_-87.9027	2690.wsdl
9	2723	0.9482112676056337	8.968884530132373	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS14415	AS14415_216.177.77.0/24	216.177.77.111	38.65_-90.5334	2723.wsdl
9	2882	0.6246617647058822	19.77061388769339	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS13601	AS13601_66.0.0.0/8	66.132.221.72	40.7143_-74.006	2882.wsdl
9	2905	0.7130882352941178	67.98088074934968	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS14415	AS14415_96.0.0.0/8	96.31.35.13	34.1613_-118.0895	2905.wsdl
9	2960	0.7768235294117649	14.734439731063283	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS23052	AS23052_208.81.130.0/24	208.81.130.93	40.1768_-83.0792	2960.wsdl
9	3152	0.6147058823529411	25.402479370918677	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS11872	AS11872_128.230.0.0/16	128.230.171.184	43.0377_-76.1396	3152.wsdl
9	3173	1.5461967213114756	9.647470369879075	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS10940	AS10940_74.0.0.0/8	74.115.97.7	33.995_-118.3917	3173.wsdl
9	3454	1.1532794117647056	7.640256743247174	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS26347	AS26347_208.113.175.0/24	208.113.175.48	33.9269_-117.8612	3454.wsdl
9	3512	0.43266071428571423	46.43013329298093	1.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	Canada	AS239	AS239_142.150.0.0/16	142.150.210.7	43.6619_-79.3952	3512.wsdl
9	3603	1.2722380952380952	9.859106946073418	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_Kingdom	NA	NA_NA	NA	NA	3603.wsdl
9	3754	1.5038196721311472	25.3914799624396	0.0	United_States	AS88	AS88_128.112.0.0/16	128.112.139.80	40.3756_-74.6597	United_States	AS19528	AS19528_69.0.0.0/8	69.46.41.34	47.8435_-122.1957	3754.wsdl
15	3115	1.0643939393939394	287.7413579802462	1.0	United_States	AS160	AS160_128.135.0.0/16	128.135.11.149	41.7804_-87.6027	United_States	AS33517	AS33517_204.13.248.0/24	204.13.248.116	40.7904_-74.0246	3115.wsdl
15	3958	0.5721818181818185	11.675008941711965	1.0	United_States	AS160	AS160_128.135.0.0/16	128.135.11.149	41.7804_-87.6027	Australia	AS9328	AS9328_203.89.199.0/24	203.89.199.52	-37.8139_144.9634	3958.wsdl
15	281	0.29501010101010106	20.43619551327877	1.0	United_States	AS160	AS160_128.135.0.0/16	128.135.11.149	41.7804_-87.6027	Belgium	AS2611	AS2611_193.190.76.0/24	193.190.76.50	51.05_3.7167	281.wsdl
15	2748	0.14517117117117123	120.78906460238038	1.0	United_States	AS160	AS160_128.135.0.0/16	128.135.11.149	41.7804_-87.6027	Canada	AS3359	AS3359_129.128.0.0/16	129.128.98.86	53.5248_-113.5334	2748.wsdl
